ID,Intelligence,Blood Status,Loyalty,Gender,What are you curious about?,Affinity to Dark Arts,Magic Transportation Model,Height,Preferred Goblet Potion,"If you were a principal, how would you choose your students?",Species,Preferred Element,Kindness,House
554,28.0,Pure Blood,41.0,F,World after we die,60.75,Portkey,98.35,The Golden Potion,"By a difficult exam",Centaurs,,71.2,Gryffindor
555,31.0,Pure Blood,37.0,M,Magical Creatures,58.25,Flying,167.85,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,45.84,Gryffindor
556,28.0,Muggle Born,41.0,F,Evil,50.41,Flying,210.6,Silvery Potion,"I choose students with high scores",Giants,,59.82,Gryffindor
557,22.0,Pure Blood,37.0,M,World after we die,51.14,Flying,110.45,The Golden Potion,"By a difficult exam",Giants,,88.0,Hufflepuff
558,30.0,Pure Blood,41.0,F,Magical Creatures,61.65,Apparition,173.6,The Golden Potion,"I choose students with high scores",Werewolves,,45.95,Gryffindor
559,34.0,Muggle Born,42.0,F,World after we die,53.6,Floo Network,135.55,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,15.71,Ravenclaw
560,26.0,Muggle Born,45.0,M,Magical Creatures,58.78,,109.19,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,46.16,Hufflepuff
561,29.0,Pure Blood,39.0,M,World after we die,38.86,Apparition,158.43,Silvery Potion,"I choose students with high scores",Giants,,49.45,Hufflepuff
562,24.0,Muggle Born,41.0,M,World after we die,56.99,Portkey,168.54,The Golden Potion,"By a difficult exam",Centaurs,,29.86,Hufflepuff
563,29.0,Muggle Born,39.0,F,World after we die,35.84,Portkey,234.46,,"I choose students with high scores",Giants,,27.3,Slytherine
564,33.0,Pure Blood,38.0,F,Magical Creatures,44.67,Portkey,170.85,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,81.97,Ravenclaw
565,29.0,Muggle Born,35.0,F,Plants,60.61,Portkey,113.73,Potion that makes you see strange visions,"I choose without preferences",Giants,,63.9,Gryffindor
566,30.0,Muggle Born,40.0,F,World after we die,50.84,Apparition,160.68,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,16.46,Ravenclaw
567,25.0,Pure Blood,37.0,M,World after we die,45.9,Apparition,225.0,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,60.28,Ravenclaw
568,29.0,Muggle Born,37.0,M,Plants,47.75,Apparition,189.02,The Golden Potion,"By a psychological test",Werewolves,,42.2,Gryffindor
569,31.0,Muggle Born,36.0,F,Evil,49.14,Portkey,217.91,The Golden Potion,"By a psychological test",Werewolves,,49.36,Gryffindor
570,33.0,Muggle Born,39.0,M,Magical Creatures,54.0,Portkey,73.13,Silvery Potion,"I choose without preferences",Centaurs,,99.33,Gryffindor
571,28.0,Muggle Born,39.0,F,Magical Creatures,66.15,Floo Network,238.3,Potion that makes you see strange visions,"I choose without preferences",Humans,,51.76,Ravenclaw
572,27.0,Pure Blood,38.0,M,World after we die,41.88,Apparition,108.86,The Golden Potion,"I choose students with high scores",Werewolves,,63.3,Gryffindor
573,26.0,Pure Blood,40.0,F,Magical Creatures,29.52,Apparition,155.46,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,32.82,Hufflepuff
574,25.0,Pure Blood,39.0,F,Magical Creatures,64.75,Apparition,150.54,The Golden Potion,"By a psychological test",Centaurs,,63.17,Ravenclaw
575,30.0,Pure Blood,40.0,M,Magical Creatures,61.61,Apparition,169.6,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,59.79,Hufflepuff
576,26.0,Pure Blood,42.0,M,Plants,26.21,Portkey,97.91,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,36.06,Slytherine
577,33.0,Muggle Born,42.0,M,World after we die,56.99,Flying,191.63,The Golden Potion,"By a difficult exam",Giants,,93.81,Hufflepuff
578,25.0,Muggle Born,42.0,M,Plants,47.8,Floo Network,156.97,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,28.27,Ravenclaw
579,31.0,Muggle Born,40.0,M,Magical Creatures,53.58,Apparition,154.01,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,29.8,Ravenclaw
580,27.0,Muggle Born,41.0,F,World after we die,52.92,Apparition,209.72,,"By a difficult exam",Giants,,46.12,Hufflepuff
581,32.0,Pure Blood,40.0,F,Plants,72.66,Floo Network,155.25,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,17.9,Hufflepuff
582,29.0,Pure Blood,43.0,M,Magical Creatures,43.38,Apparition,122.6,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,59.8,Hufflepuff
583,30.0,Muggle Born,41.0,F,Magical Creatures,52.55,Floo Network,182.86,The Golden Potion,"By a difficult exam",Werewolves,,43.1,Slytherine
584,26.0,Muggle Born,39.0,F,Magical Creatures,63.49,Portkey,217.89,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,12.25,Slytherine
585,31.0,Muggle Born,40.0,F,Magical Creatures,45.99,Portkey,168.45,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,56.09,Hufflepuff
586,29.0,Pure Blood,41.0,F,Plants,57.87,Apparition,187.63,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,69.36,Ravenclaw
587,32.0,Pure Blood,41.0,M,Magical Creatures,59.88,Flying,123.83,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,73.9,Gryffindor
588,38.0,Pure Blood,40.0,M,Magical Creatures,59.68,Floo Network,194.7,Silvery Potion,"I choose without preferences",Centaurs,,51.56,Gryffindor
589,31.0,Pure Blood,42.0,M,World after we die,58.74,Floo Network,119.26,Silvery Potion,"By a difficult exam",Humans,,54.48,Gryffindor
590,27.0,Muggle Born,44.0,M,World after we die,36.31,Floo Network,165.27,Silvery Potion,"By a difficult exam",Centaurs,,43.61,Gryffindor
591,29.0,Pure Blood,40.0,M,Plants,46.1,Portkey,173.81,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,20.53,Ravenclaw
592,28.0,Muggle Born,43.0,M,Plants,57.53,Portkey,170.18,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,33.37,Gryffindor
593,25.0,Pure Blood,40.0,M,Plants,51.52,,159.43,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,38.3,Hufflepuff
594,32.0,Muggle Born,41.0,M,Magical Creatures,37.36,Apparition,170.44,Potion that smells of plums and chocolates,"By a psychological test",Werewolves,,54.8,Gryffindor
595,24.0,Pure Blood,40.0,F,Evil,58.54,Portkey,154.55,Silvery Potion,"I choose without preferences",Giants,,61.11,Ravenclaw
596,30.0,Pure Blood,42.0,M,Magical Creatures,52.53,Apparition,201.03,Potion that smells of plums and chocolates,"By a psychological test",Giants,,75.54,Slytherine
597,29.0,Pure Blood,38.0,M,World after we die,28.51,Portkey,147.31,The Golden Potion,"By a difficult exam",Humans,,48.4,Ravenclaw
598,31.0,Muggle Born,36.0,M,World after we die,37.62,Flying,137.9,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,72.38,Hufflepuff
599,31.0,Muggle Born,43.0,M,Evil,44.3,Portkey,207.2,Silvery Potion,"By a difficult exam",Werewolves,,87.7,Slytherine
600,30.0,Muggle Born,35.0,F,World after we die,59.76,Apparition,152.04,Silvery Potion,"By a psychological test",Centaurs,Fire,61.37,Hufflepuff
601,31.0,Muggle Born,38.0,M,Plants,33.17,Flying,189.26,Silvery Potion,"By a difficult exam",Centaurs,,68.82,Gryffindor
602,33.0,Muggle Born,41.0,F,Magical Creatures,44.31,Apparition,148.32,Silvery Potion,"I choose students with high scores",Centaurs,,18.97,Ravenclaw
603,32.0,Muggle Born,39.0,F,Magical Creatures,45.53,Portkey,143.8,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,55.89,Hufflepuff
604,27.0,Pure Blood,40.0,F,Plants,51.74,Flying,139.84,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,29.4,Hufflepuff
605,31.0,Muggle Born,41.0,F,Evil,48.38,Floo Network,175.39,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,35.64,Gryffindor
606,30.0,Pure Blood,39.0,M,Plants,48.28,Floo Network,114.76,Silvery Potion,"By a psychological test",Giants,,59.23,Hufflepuff
607,29.0,Muggle Born,39.0,M,Magical Creatures,52.1,Portkey,168.14,Silvery Potion,"By a difficult exam",Giants,,52.9,Ravenclaw
608,27.0,Muggle Born,37.0,M,World after we die,45.51,Portkey,201.91,Potion that smells of plums and chocolates,"I choose without preferences",Humans,,64.69,Hufflepuff
609,31.0,Pure Blood,40.0,M,World after we die,30.84,Apparition,86.94,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,77.94,Gryffindor
610,31.0,Pure Blood,41.0,M,World after we die,50.12,Floo Network,125.3,Silvery Potion,"By a difficult exam",Werewolves,,75.41,Ravenclaw
611,32.0,Pure Blood,40.0,M,Evil,47.08,Portkey,124.8,The Golden Potion,"By a psychological test",Humans,,75.43,Hufflepuff
612,28.0,Muggle Born,40.0,M,Evil,47.59,Floo Network,180.9,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,21.33,Ravenclaw
613,32.0,Muggle Born,40.0,M,World after we die,31.32,Apparition,195.81,Potion that smells of plums and chocolates,"By a psychological test",Giants,,43.72,Ravenclaw
614,32.0,Pure Blood,39.0,F,World after we die,45.92,Floo Network,182.9,Potion that smells of plums and chocolates,"By a difficult exam",Humans,,63.85,Ravenclaw
615,26.0,Pure Blood,43.0,F,World after we die,50.17,Apparition,74.46,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,64.14,Slytherine
616,33.0,Muggle Born,36.0,M,World after we die,60.92,Apparition,116.58,Silvery Potion,"I choose students with high scores",Centaurs,,38.72,Slytherine
617,28.0,Muggle Born,41.0,F,Plants,39.81,Floo Network,72.55,Silvery Potion,"I choose without preferences",Giants,,34.76,Hufflepuff
618,23.0,Muggle Born,41.0,F,World after we die,32.63,Flying,179.58,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,26.54,Ravenclaw
619,32.0,Pure Blood,44.0,F,World after we die,47.53,Apparition,153.94,The Golden Potion,"By a difficult exam",Humans,,45.72,Hufflepuff
620,28.0,Pure Blood,41.0,M,Magical Creatures,43.95,Apparition,110.42,The Golden Potion,"By a psychological test",Humans,,38.3,Gryffindor
621,29.0,Muggle Born,37.0,M,Magical Creatures,40.97,Apparition,173.45,The Golden Potion,"I choose students with high scores",Centaurs,,87.1,Gryffindor
622,36.0,Pure Blood,39.0,M,World after we die,49.59,Apparition,111.96,Silvery Potion,"I choose students with high scores",Centaurs,,42.21,Gryffindor
623,30.0,Pure Blood,36.0,F,World after we die,44.33,Apparition,72.58,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,63.79,Ravenclaw
624,27.0,Pure Blood,41.0,M,Evil,44.04,Apparition,228.22,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,51.7,Gryffindor
625,31.0,Muggle Born,35.0,F,World after we die,57.49,Portkey,159.45,Potion that smells of plums and chocolates,"I choose without preferences",Werewolves,,80.69,Slytherine
626,28.0,Muggle Born,43.0,F,World after we die,38.47,Apparition,137.61,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,51.94,Slytherine
627,30.0,Muggle Born,43.0,M,World after we die,53.0,Flying,192.22,Silvery Potion,"By a difficult exam",Centaurs,,81.46,Hufflepuff
628,33.0,Pure Blood,37.0,M,Plants,47.68,Portkey,210.62,Silvery Potion,"By a psychological test",Giants,,24.79,Slytherine
629,30.0,Pure Blood,41.0,M,Magical Creatures,52.71,Portkey,181.03,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,59.23,Hufflepuff
630,28.0,Pure Blood,37.0,F,World after we die,50.85,Apparition,142.85,Silvery Potion,"By a psychological test",Centaurs,,28.53,Ravenclaw
631,28.0,Pure Blood,40.0,F,Magical Creatures,38.85,Apparition,116.08,The Golden Potion,"I choose without preferences",Centaurs,,57.98,Gryffindor
632,31.0,Pure Blood,39.0,M,Magical Creatures,47.15,Apparition,133.17,,"By a psychological test",Centaurs,,56.92,Hufflepuff
633,29.0,Muggle Born,38.0,M,World after we die,43.38,Apparition,152.37,Silvery Potion,"By a difficult exam",Giants,,8.07,Hufflepuff
634,34.0,Pure Blood,40.0,M,Magical Creatures,42.35,Portkey,109.49,Silvery Potion,"I choose without preferences",Centaurs,,81.02,Slytherine
635,29.0,Pure Blood,39.0,F,Magical Creatures,55.49,Flying,173.6,The Golden Potion,"By a psychological test",Humans,,53.35,Gryffindor
636,32.0,Muggle Born,39.0,F,Magical Creatures,50.07,Portkey,176.14,The Golden Potion,"By a psychological test",Humans,,72.34,Ravenclaw
637,32.0,Pure Blood,39.0,F,Evil,63.18,Apparition,172.47,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,51.93,Ravenclaw
638,36.0,Muggle Born,38.0,M,Magical Creatures,30.49,Portkey,150.18,Potion that makes you see strange visions,"I choose without preferences",Centaurs,,34.41,Slytherine
639,30.0,Pure Blood,39.0,F,Evil,58.4,Floo Network,182.47,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,50.03,Slytherine
640,31.0,Pure Blood,41.0,M,World after we die,61.69,Portkey,111.79,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,45.29,Hufflepuff
641,31.0,Pure Blood,38.0,F,World after we die,46.85,Apparition,202.92,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,35.92,Ravenclaw
642,33.0,Muggle Born,36.0,F,World after we die,60.14,Portkey,133.87,Silvery Potion,"I choose without preferences",Werewolves,,60.95,Hufflepuff
643,28.0,Muggle Born,39.0,F,World after we die,50.21,Flying,192.48,Silvery Potion,"By a difficult exam",Giants,,57.05,Slytherine
644,30.0,Pure Blood,40.0,F,Plants,60.57,Portkey,150.77,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,48.51,Slytherine
645,28.0,Muggle Born,39.0,M,Plants,51.32,Floo Network,220.21,Potion that makes you see strange visions,"By a difficult exam",Giants,,38.0,Ravenclaw
646,28.0,Pure Blood,42.0,M,Plants,42.15,Flying,115.89,Silvery Potion,"By a difficult exam",Humans,,50.37,Hufflepuff
647,35.0,Pure Blood,38.0,F,Plants,35.7,Apparition,189.47,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,30.58,Ravenclaw
648,28.0,Pure Blood,41.0,F,World after we die,81.8,Floo Network,179.01,Silvery Potion,"By a difficult exam",Giants,,34.28,Gryffindor
649,33.0,Muggle Born,44.0,M,Plants,42.82,Portkey,141.07,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,57.33,Gryffindor
650,30.0,Pure Blood,41.0,F,Magical Creatures,51.1,Portkey,197.95,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,29.13,Hufflepuff
651,31.0,Pure Blood,39.0,M,World after we die,52.14,Floo Network,253.66,The Golden Potion,"I choose students with high scores",Werewolves,,44.5,Ravenclaw
652,27.0,Pure Blood,37.0,M,World after we die,43.86,,165.13,Potion that makes you see strange visions,"By a difficult exam",Werewolves,,53.11,Hufflepuff
653,35.0,Muggle Born,37.0,F,World after we die,32.95,Apparition,214.88,Potion that smells of plums and chocolates,"I choose students with high scores",Werewolves,,78.21,Ravenclaw
654,30.0,Muggle Born,41.0,F,Magical Creatures,55.83,Apparition,181.2,Silvery Potion,"By a difficult exam",Giants,,27.17,Slytherine
655,29.0,Pure Blood,40.0,F,Plants,57.33,Flying,119.7,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,26.86,Ravenclaw
656,36.0,Muggle Born,38.0,M,World after we die,50.28,Flying,158.3,,"By a psychological test",Humans,,44.71,Slytherine
657,34.0,Muggle Born,39.0,M,Magical Creatures,59.59,Floo Network,118.33,Potion that smells of plums and chocolates,"By a difficult exam",Giants,,60.06,Hufflepuff
658,29.0,Muggle Born,37.0,M,World after we die,58.37,,169.85,Silvery Potion,"I choose students with high scores",Humans,,22.35,Ravenclaw
659,26.0,Muggle Born,37.0,F,World after we die,38.78,Portkey,174.21,Silvery Potion,"I choose without preferences",Humans,,51.87,Slytherine
660,32.0,Muggle Born,39.0,M,Plants,62.49,Portkey,196.19,Silvery Potion,"By a psychological test",Giants,,41.91,Hufflepuff
661,30.0,Pure Blood,42.0,M,Magical Creatures,56.65,Apparition,127.17,Potion that smells of plums and chocolates,"By a difficult exam",Centaurs,,46.84,Slytherine
662,29.0,Pure Blood,40.0,M,Plants,43.93,Portkey,188.71,Potion that smells of plums and chocolates,"I choose students with high scores",Centaurs,,81.38,Ravenclaw
663,29.0,Pure Blood,38.0,M,World after we die,69.36,Apparition,141.2,Silvery Potion,"I choose without preferences",Giants,,62.36,Hufflepuff
664,29.0,Muggle Born,40.0,M,World after we die,35.41,Floo Network,210.76,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,23.9,Ravenclaw
665,29.0,Muggle Born,41.0,M,World after we die,58.16,Portkey,209.68,The Golden Potion,"I choose students with high scores",Humans,,44.65,Hufflepuff
666,31.0,Pure Blood,39.0,F,World after we die,58.84,Apparition,175.75,Silvery Potion,"By a difficult exam",Centaurs,,56.36,Hufflepuff
667,30.0,Pure Blood,39.0,M,Magical Creatures,50.75,Flying,166.01,Potion that smells of plums and chocolates,"I choose students with high scores",Humans,,73.47,Slytherine
668,29.0,Muggle Born,40.0,F,Magical Creatures,47.22,Portkey,212.79,Silvery Potion,"I choose without preferences",Centaurs,,46.45,Hufflepuff
669,31.0,Pure Blood,38.0,F,World after we die,56.07,Floo Network,236.3,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,10.27,Gryffindor
670,34.0,Muggle Born,41.0,M,Plants,40.9,Portkey,194.47,The Golden Potion,"I choose without preferences",Giants,,53.28,Ravenclaw
671,32.0,Muggle Born,43.0,M,Magical Creatures,60.33,Apparition,151.55,The Golden Potion,"I choose students with high scores",Werewolves,,80.23,Ravenclaw
672,27.0,Muggle Born,39.0,M,Magical Creatures,44.62,Flying,203.52,Potion that smells of plums and chocolates,"By a psychological test",Centaurs,,49.29,Hufflepuff
673,28.0,Pure Blood,40.0,F,Magical Creatures,59.68,Apparition,135.57,Potion that smells of plums and chocolates,"I choose without preferences",Centaurs,,17.0,Ravenclaw
674,32.0,Pure Blood,37.0,F,Magical Creatures,38.8,Flying,125.57,Potion that makes you see strange visions,"By a psychological test",Werewolves,,41.57,Gryffindor
675,26.0,Muggle Born,41.0,M,Plants,49.92,Apparition,168.29,Potion that smells of plums and chocolates,"By a difficult exam",Werewolves,,47.82,Ravenclaw
